placeUrl,title,quote,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,samedi,dimanche,lundi,mardi,mercredi,jeudi,vendredi,imgUrl,isClaimed,latitude,longitude,query,timestamp,openingHours
"https://www.google.fr/maps/place/TOM%C4%92+Caf%C3%A9+.+Restaurant+.+Coffee+Shop/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb3689628ac7:0x4a69a472288782ae!8m2!3d45.7692738!4d4.8355618!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOcGQxQnVkR1pSRUFF?hl=fr",TOMĒ Café . Restaurant . Coffee Shop,"Burgers, tataki de saumon et brunches d'inspiration japonaise pour ce coffee shop et cantine clair et cosy.","4,7",156,Restaurant,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"5 Rue Romarin, 69001 Lyon, France","QR9P+P6 Lyon, France",tome-cafe.com,+33 4 78 72 86 61,Fermé,Fermé,11h30–13h30,11h30–13h30,11h30–13h30,11h30–13h30,11h30–13h30,https://lh5.googleusercontent.com/p/AF1QipOvdGIo32t_55wE7VLXBS9DU_rS5OPiBxCtWlZM=w408-h407-k-no,true,45.7693125,4.835562499999995,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:42.292Z,
"https://www.google.fr/maps/place/Aqua+Caf%C3%A9/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8c21b305bb:0x9e8f120934cb4f5c!8m2!3d45.7689166!4d4.8571978!15sCg9jYWZlIGx5b24gNjkwMDaSAQRjYWZl?hl=fr",Aqua Café,,"4,5",26,Café,·  Service aux tables  ·  Livraison  ·  Commandes à emporter,"7 Boulevard des Brotteaux, 69006 Lyon, France","QV94+HV Lyon, France",,+33 4 37 24 10 73,9h30–2h00,Fermé,9h30–2h00,9h30–2h00,9h30–2h00,9h30–2h00,9h30–2h00,https://lh5.googleusercontent.com/p/AF1QipO2ySiiUT5XwT3_FoDESwzYmywAcEXDy0fT6YYK=w408-h544-k-no,true,45.76893750000001,4.857187499999995,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:44.888Z,
"https://www.google.fr/maps/place/Moo+Caf%C3%A9+Comptoir/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf5e2d55a55:0xdf6c8c77d25cbd50!8m2!3d45.7640149!4d4.8458136!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU13YlhGNk5XSm5FQUU?hl=fr",Moo Café Comptoir,,"3,9",42,Cuisine française moderne,·  Commandes à emporter  ·  Livraison,"146 Rue Vendôme, 69006 Lyon, France","QR7W+J8 Lyon, France",moo-cafe-comptoir.gaqo.net,+33 4 78 24 58 83,Fermé,Fermé,8h30–14h00,8h30–14h00,8h30–14h00,8h30–14h00,8h30–14h00,https://lh5.googleusercontent.com/p/AF1QipNlYepqVUtGHf2m71mWCqKsHx_83qJidem6zw-a=w408-h725-k-no,false,45.76406249999998,4.845812500000008,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:47.843Z,
"https://www.google.fr/maps/place/Brasserie+Gallay/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf39c232f4b:0xbd66c6f8b4aa126e!8m2!3d45.7689043!4d4.8488569!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOVk5sQkhSMFpuRUFF?hl=fr",Brasserie Gallay,,"4,4",322,Restaurant,·  Service aux tables  ·  Livraison,"7 Place Kléber, 69006 Lyon, France","QR9X+GH Lyon, France",,+33 9 86 47 13 30,7h30–21h00,Fermé,7h30–22h00,7h30–22h30,7h30–22h30,7h30–0h00,7h30–0h00,https://lh5.googleusercontent.com/p/AF1QipN16BfqmbjhnB-UtFU3KYvRlSQxuLc4uwK_e1uZ=w426-h240-k-no,true,45.76881250000001,4.848937500000019,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:50.500Z,
"https://www.google.fr/maps/place/Le+Grand+Caf%C3%A9+des+N%C3%A9gociants/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea55e4ae5c5d:0x37c8110406d1e815!8m2!3d45.7633211!4d4.8345172!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEUcmVzdGF1cmFudF9icmFzc2VyaWWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnJOamREVkZGUkVBRQ?hl=fr",Le Grand Café des Négociants,"Brasserie de 1864 à la carte traditionnelle et régionale avec moulures, plafond peint, véranda et terrasse.","3,9",2064,Brasserie,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"1 Place Francisque Régaud, 69002 Lyon, France","QR7M+8R Lyon, France",lesnegociants.com,+33 4 78 42 50 05,7h00–4h00,7h00–4h00,7h00–4h00,7h00–4h00,7h00–4h00,7h00–4h00,7h00–4h00,https://lh5.googleusercontent.com/p/AF1QipPlGwgQ9C3m3iKXSObihSzVIWLPpiA03m9qmtc=w524-h240-k-no,true,45.7633125,4.834562500000018,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:53.286Z,
"https://www.google.fr/maps/place/L'%C3%89quilibre/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf69247afcb:0xbb6abb2070e8f296!8m2!3d45.7664876!4d4.8450029!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",L'Équilibre,,"4,4",237,Restaurant,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"5 Place Edgar Quinet, 69006 Lyon, France","QR8W+H2 Lyon, France",lequilibre-restaurant-lyon.com,+33 4 72 83 50 24,Fermé,Fermé,Fermé,12h00–14h00,12h00–14h00,12h00–14h00,12h00–14h00,https://lh5.googleusercontent.com/p/AF1QipPi3pmeJTq7t0vCbXzPpM8nB8WtMw0UztUtm6hr=w426-h240-k-no,true,45.76643749999998,4.845062499999997,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:55.981Z,
"https://www.google.fr/maps/place/CHEZ+RAPHAEL/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb6ded167c55:0x8a49dbe64c885708!8m2!3d45.7707017!4d4.8520168!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",CHEZ RAPHAEL,,"4,9",82,Restaurant,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"30 Rue Tête d'Or, 69006 Lyon, France","QVC2+7Q Lyon, France",chez-raphael.fr,+33 9 67 42 04 69,11h00–21h00,11h00–17h00,9h00–15h00,11h00–21h00,11h00–21h00,11h00–21h00,11h00–21h00,https://lh5.googleusercontent.com/p/AF1QipNTz9SbEDBNYSztmLB0gEr6docrF1oezB0Btq6F=w408-h272-k-no,true,45.77068750000002,4.851937500000005,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:49:58.560Z,
"https://www.google.fr/maps/place/Le+Caf%C3%A9+du+6%C3%A8me/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8c35b17401:0x74c2dfe34a5b7f13!8m2!3d45.7699081!4d4.8561324!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Le Café du 6ème,,"4,2",107,Restaurant,·  Service aux tables  ·  Livraison,"63 Cours Vitton, 69006 Lyon, France","QV94+XF Lyon, France",,+33 4 78 89 49 24,8h00–0h00,Fermé,7h00–0h00,7h00–0h00,7h00–0h00,7h00–0h00,7h00–0h00,https://lh5.googleusercontent.com/p/AF1QipO3zrT3wahDFWE_hJvxoiXraJSmtIGX4WUk5iim=w408-h306-k-no,false,45.76993750000001,4.85618749999999,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:50:01.633Z,
"https://www.google.fr/maps/place/BRASSERIE+JULLIEN/@45.7699066,4.8517553,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8bdf4fff8b:0xb4598ae6a466005a!8m2!3d45.7661777!4d4.8567192!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",BRASSERIE JULLIEN,Brasserie chic et chaleureuse en rouge et crème aux fauteuils confortables offrant une cuisine soignée.,"4,1",287,Restaurant,·  Service aux tables  ·  Service extérieur  ·  Livraison sans contact,"44 Boulevard des Brotteaux, 69006 Lyon, France","QV84+GM Lyon, France",brasseriejullien.com,+33 4 78 52 30 11,"9h30–16h00, 18h30–23h30",9h30–15h00,Fermé,"9h30–15h00, 18h30–22h00","9h30–15h00, 18h30–22h00","9h30–15h00, 18h30–22h00","9h30–15h00, 18h30–22h30",https://lh5.googleusercontent.com/p/AF1QipPAs0_m11qFRWi-p34PB8420BudknhAMxVu5WAt=w408-h271-k-no,true,45.766312499999984,4.856687499999978,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:50:04.450Z,
"https://www.google.fr/maps/place/BERNACHON+PASSION/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb879307af61:0x50698ce8e3c2d5d7!8m2!3d45.768959!4d4.8478668!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEJdGVhX2hvdXNl?hl=fr",BERNACHON PASSION,,"5,0",1,Salon de thé,·  Service aux tables  ·  Commandes à emporter,"42 A Cours Franklin Roosevelt, 69006 Lyon, France","QR9X+G4 Lyon, France",bernachon.com,+33 4 78 52 23 65,9h00–18h30,Fermé,Fermé,9h00–18h30,9h00–18h30,9h00–18h30,9h00–18h30,https://lh5.googleusercontent.com/p/AF1QipM-BD6EPs099DC1yrGuVAg3GxtU4Ijndghm6svp=w408-h612-k-no,true,45.76881250000001,4.847812500000018,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:50:07.306Z,
"https://www.google.fr/maps/place/Une+Affaire+de+Go%C3%BBt/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf15283e4c5:0x5df7be22264acac2!8m2!3d45.768141!4d4.8456902!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Une Affaire de Goût,,"4,5",116,Restaurant,·  Service aux tables  ·  Livraison,"25 Rue de Sèze, 69006 Lyon, France","QR9W+77 Lyon, France",restaurant-une-affaire-de-gout.fr,+33 4 78 24 85 23,"12h00–13h45, 19h00–21h30",Fermé,12h00–13h45,12h00–13h45,12h00–13h45,"12h00–13h45, 19h00–21h30","12h00–13h45, 19h00–21h30",https://lh5.googleusercontent.com/p/AF1QipOG79ElFXd7efJR9oLo394LldA5igVPrWlC1p-m=w408-h306-k-no,false,45.768187500000025,4.845687500000011,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:50:10.852Z,
"https://www.google.fr/maps/place/Restaurant+El+Cafetero/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf3a9fbf0b5:0xd572fd556deb68ca!8m2!3d45.7700627!4d4.8493391!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Restaurant El Cafetero,,"4,6",231,Restaurant,·  Service aux tables  ·  Commandes à emporter,"53 Rue Tronchet, 69006 Lyon, France","QRCX+2P Lyon, France",elcafetero-lyon.com,+33 4 37 44 09 61,"12h00–14h00, 18h00–21h00",12h00–16h00,Fermé,Fermé,12h00–13h30,12h00–13h30,"12h00–13h30, 18h00–21h00",https://lh5.googleusercontent.com/p/AF1QipMGQvTcN7v6F1MRi4XLr1038QOZG-3cZSNdh08h=w475-h240-k-no,true,45.77006250000001,4.849312500000011,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:50:13.930Z,
"https://www.google.fr/maps/place/Le+Luminarium/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ebaac75e3305:0x538bfdd99ae296e2!8m2!3d45.7629386!4d4.828461!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEJdGVhX2hvdXNlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU00TkRjdGN6UkJSUkFC?hl=fr",Le Luminarium,"Décor actuel et baies vitrées pour ce salon de thé chaleureux offrant thés bio, cafés et gâteaux artisanaux.","4,6",693,Salon de thé,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"9 Rue des Trois-Maries, 69005 Lyon, France","QR7H+5C Lyon, France",leluminarium.com,+33 4 78 82 11 25,10h00–19h00,11h00–19h00,14h00–19h00,11h00–19h00,11h00–19h00,11h00–19h00,11h00–19h00,https://lh5.googleusercontent.com/p/AF1QipMYHx5kCW9QZBneg1jEmv3_8S6l6pOQbM28oLyp=w426-h240-k-no,true,45.76293749999998,4.828562500000018,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:50:16.869Z,
